id,investigator,specimen_ID,date,cross_section_shape,cross_section_size,area,d_br,b_br,t_br,w_br,i_x,i_y,r_x,r_y,z_x,z_y,j,configuration,brace_angle,l_b,l_b_clear,steel,e,f_yn,fy_m,f_um,boundary_condition,l_1t,l_2t,l_3t,l_4t,l_5t,l_6t,l_7t,_8t,t_t,l_1b,l_2b,l_3b,l_4b,l_5b,l_6b,l_7b,l_8b,t_b,steel_gp,f_yn_gp,f_ym_gp,f_um_gp,weld_type,l_weld,t_weld,stick_space,nub_bolts,bolt_size,bolt_mat,reinforcement_pl,loading_protocol,p_t,p_t_theory,p_c,kl_r,l_c,l_c_theory,k_assumed,kl_r_theory,reference,link,latitude,longitude
Takeuchi_Matsui_532,Takeuchi & Matsui,532,2011,Circular HSS,Pipe76STD,758,89,89,2.8,na,706209,706209,30.5,30.5,15900,15900,905813,SBF,45,1622,1242,STK400 (JIS G3444),200000,235,357,406,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,nr,270.4,nr,53,0.7,0.71,1,53.18,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_721,Takeuchi & Matsui,721,2011,Circular HSS,Pipe76STD,1119,89,89,4.2,na,1009996,1009996,30.1,30.1,22700,22700,1208904,SBF,45,2219,1839,STK400 (JIS G3444),200000,235,366,414,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,422.3,409.6,335.7,74,1,1,1,73.72,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_728,Takeuchi & Matsui,728,2011,Circular HSS,Pipe76STD,863,89,89,3.2,na,796192.01,796192.01,30.8,30.8,17900,17900,905813,SBF,45,2219,1839,STK400 (JIS G3444),200000,235,349,416,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,316.8,300.9,239.2,73,1,0.96,1,72.05,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_732,Takeuchi & Matsui,732,2011,Circular HSS,Pipe76STD,758,89,89,2.8,na,706209,706209,30.5,30.5,15900,15900,905813,SBF,45,2219,1839,STK400 (JIS G3444),200000,235,357,406,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,292.5,270.4,245.9,73,1,0.98,1,72.75,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_1021,Takeuchi & Matsui,1021,2011,Circular HSS,Pipe76STD,1119,89,89,4.2,na,1009996,1009996,30.1,30.1,22700,22700,1208904,SBF,45,3135,2755,STK400 (JIS G3444),200000,235,366,414,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,nr,409.6,nr,104,1.4,1.42,1,104.15,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_1028,Takeuchi & Matsui,1028,2011,Circular HSS,Pipe76STD,863,89,89,3.2,na,796192.01,796192.01,30.8,30.8,17900,17900,905813,SBF,45,3135,2755,STK400 (JIS G3444),200000,235,349,416,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,317.8,300.9,236.1,103,1.4,1.35,1,101.79,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_1032,Takeuchi & Matsui,1032,2011,Circular HSS,Pipe76STD,758,89,89,2.8,na,706209,706209,30.5,30.5,15900,15900,905813,SBF,45,3135,2755,STK400 (JIS G3444),200000,235,357,406,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,nr,270.4,nr,103,1.4,1.38,1,102.79,"Takeuchi, T., and Matsui, R. (2011). ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Takeuchi_Matsui_1228,Takeuchi & Matsui,1228,2011,Circular HSS,Pipe64STD,644,76,76,2.8,na,436451,436451,26,26,11400,11400,1200000,SBF,45,3135,2755,STK400 (JIS G3444),200000,235,353,424,Gusset plate,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,219.8,227.2,132.9,121,1.6,1.61,1,120.58,"Takeuchi, T., and Matsui, R. 2011. ""Cumulative Cyclic Deformation Capacity of Circular Tubular Braces Under Local Buckling,"" ASCE, Journal of Structural Engineering, 137(11): 1311-1318.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0000380,35.625759,139.341531
Han_S77-28,Han et al. ,S 77-28,2007,Rectangular HSS,100x100x3.2,1239,100,100,3.2,na,780000,1780000,40.1,40.1,40800,40800,2800000,SBF,45,3572,3572,A500 Gr. B,200000,315,394,448,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,476.8,488.2,294.1,76.9,1.1,1.06,0.84,74.81,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S90-22,Han et al. ,S 90-22,2007,Rectangular HSS,100x100x4,1536,100,100,4,na,1780000,1780000,38.9,38.9,40800,40800,2800000,SBF,45,3630,3630,A500 Gr. B,200000,315,411,453,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,nr,631.3,nr,80.3,1.2,1.16,0.86,80.25,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S82-19,Han et al. ,S 82-19,2007,Rectangular HSS,100x100x4.5,1719,100,100,4.5,na,2530000,2530000,38.7,38.7,58700,58700,4050000,SBF,45,3650,3650,A500 Gr. B,200000,315,421,461,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,nr,723.7,nr,82,1.2,1.2,0.87,82.04,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S70-18,Han et al. ,S 70-18,2007,Rectangular HSS,125x125x6,2856,125,125,6,na,10600000,10600000,48.2,48.2,209000,209000,18100000,SBF,45,3600,3600,A500 Gr. B,200000,315,405,456,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,nr,1156.7,nr,70.3,1,1.01,0.94,70.2,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S85-14A,Han et al. ,S 85-14 A,2007,Rectangular HSS,100x100x6,2256,100,100,6,na,3160000,3160000,37.9,37.9,74700,74700,5170000,SBF,45,3611,3611,A500 Gr. B,200000,315,399,441,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,954.5,900.1,367.4,84.9,1.2,1.21,0.89,84.81,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S85-14B,Han et al. ,S 85-14 B,2007,Rectangular HSS,100x100x6,2256,100,100,6,na,3160000,3160000,37.9,37.9,74700,74700,5170000,SBF,45,3611,3611,A500 Gr. B,200000,315,410,452,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,1004.6,925,537,84.9,1.2,1.22,0.89,84.81,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S85-14C,Han et al. ,S 85-14 C,2007,Rectangular HSS,100x100x6,2256,100,100,6,na,3160000,3160000,37.9,37.9,74700,74700,5170000,SBF,45,3611,3611,A500 Gr. B,200000,315,408,456,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,1000.5,920.4,561.3,84.9,1.2,1.22,0.89,84.81,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S69-11,Han et al. ,S 69-11,2007,Rectangular HSS,125x125x9,4176,125,125,9,na,8820000,8820000,46.7,46.7,169000,169000,14600000,SBF,45,3573,3573,A500 Gr. B,200000,315,402,462,Gusset plate,nr,nr,nr,nr,na,na,na,na,22,nr,nr,nr,nr,na,na,na,na,22,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,nr,1678.8,nr,68.6,1,0.98,0.9,68.85,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S90-8A,Han et al. ,S 90-8 A,2007,Rectangular HSS,100x100x9,3276,100,100,9,na,4180000,4180000,36.5,36.5,102000,102000,7100000,SBF,45,3611,3611,A500 Gr. B,200000,315,425,456,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,1394,1392.3,738,90.4,1.3,1.32,0.91,90.03,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S90-8B,Han et al. ,S 90-8 B,2007,Rectangular HSS,100x100x9,3276,100,100,9,na,4180000,4180000,36.5,36.5,102000,102000,7100000,SBF,45,3611,3611,A500 Gr. B,200000,315,392,440,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,1312.4,1284.2,611.8,90.4,1.3,1.27,0.91,90.03,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Han_S90-8C,Han et al. ,S 90-8 C,2007,Rectangular HSS,100x100x9,3276,100,100,9,na,4180000,4180000,36.5,36.5,102000,102000,7100000,SBF,45,3611,3611,A500 Gr. B,200000,315,395,430,Gusset plate,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,na,na,na,na,16,nr,nr,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,1349.6,1294,606.4,90.4,1.3,1.27,0.91,90.03,"Han, S.W., Kim, W. T., & Foutch, D. A. (2007). Seismic Behavior of HSS Bracing Members according to Width-Thickness Ratio under Symmetric Cyclic Loading. Journal of Structural Engineering, 133(2), 264-273.",https://doi.org/10.1061/(ASCE)0733-9445(2007)133:2(264),37.5538,127.04
Shaback_1A,Shaback & Brown,1A,2003,Rectangular HSS,127x127x6.4,2960,127,127,6.4,na,7050000,7050000,48.8,48.8,111000,111000,11400000,SB,45,3450,2850,G40.21M 350W Class C,200000,350,461,nr,Gusset plate,200,200,350,50,na,na,na,na,25.4,200,200,350,50,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,300,8,na,na,na,na,na,Symmetric Cyclic,1414,1364.6,904,52.3,0.8,0.8,0.74,52.32,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_1B,Shaback & Brown,1B,2003,Rectangular HSS,127x127x8.0,3620,127,127,8,na,8360000,8360000,48,48,132000,132000,13800000,SB,45,3452,2852,G40.21M 350W Class C,200000,350,421,nr,Gusset plate,225,225,351,51,na,na,na,na,25.4,225,225,351,51,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,300,8,na,na,na,na,na,Symmetric Cyclic,1647,1524,1156,53.9,0.8,0.79,0.75,53.94,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_2A,Shaback & Brown,2A,2003,Rectangular HSS,152x152x8.0,4430,152,152,8,na,15100000,15100000,58.4,58.4,198000,198000,24600000,SB,45,4040,3340,G40.21M 350W Class C,200000,350,442,nr,Gusset plate,250,250,395,45,na,na,na,na,25.4,250,250,395,45,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,350,10,na,na,na,na,na,Symmetric Cyclic,2165,1958.1,1507,53.3,0.8,0.8,0.77,53.27,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_2B,Shaback & Brown,2B,2003,Rectangular HSS,152x152x9.5,5210,152,152,9.5,na,17300000,17300000,57.8,57.8,227000,227000,28500000,SB,45,4028,3328,G40.21M 350W Class C,200000,350,442,nr,Gusset plate,300,300,389,39,na,na,na,na,25.4,300,300,389,39,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,350,10,na,na,na,na,na,Symmetric Cyclic,2624,2302.8,1721,52.4,0.8,0.78,0.75,52.27,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_3A,Shaback & Brown,3A,2003,Rectangular HSS,127x127x6.4,2960,127,127,6.4,na,7050000,7050000,48.8,48.8,111000,111000,11400000,SB,45,4456,3856,G40.21M 350W Class C,200000,350,461,nr,Gusset plate,200,200,353,53,na,na,na,na,25.4,200,200,353,53,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,300,8,na,na,na,na,na,Symmetric Cyclic,1462,1364.6,864,64.8,1,0.99,0.71,64.83,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_3B,Shaback & Brown,3B,2003,Rectangular HSS,127x127x8.0,3620,127,127,8,na,8360000,8360000,48,48,132000,132000,13800000,SB,45,4446,3846,G40.21M 350W Class C,200000,350,421,nr,Gusset plate,225,225,348,48,na,na,na,na,25.4,225,225,348,48,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,300,8,na,na,na,na,na,Symmetric Cyclic,1632,1524,952,65.8,1,0.96,0.71,65.76,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_3C,Shaback & Brown,3C,2003,Rectangular HSS,127x127x9.5,4240,127,127,9.5,na,9480000,9480000,47.3,47.3,149000,149000,15900000,SB,45,4414,3814,G40.21M 350W Class C,200000,350,461,nr,Gusset plate,250,250,332,32,na,na,na,na,25.4,250,250,332,32,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,300,10,na,na,na,na,na,Symmetric Cyclic,2284,1954.6,1011,61.6,0.9,0.94,0.66,61.59,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_4A,Shaback & Brown,4A,2003,Rectangular HSS,152x152x8.0,4430,152,152,8,na,15100000,15100000,58.4,58.4,198000,198000,24600000,SB,45,4944,4244,G40.21M 350W Class C,200000,350,442,nr,Gusset plate,250,250,397,47,na,na,na,na,25.4,250,250,397,47,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,350,10,na,na,na,na,na,Symmetric Cyclic,2132,1958.1,1381,63.5,1,0.95,0.75,63.49,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Shaback_4B,Shaback & Brown,4B,2003,Rectangular HSS,152x152x9.5,5210,152,152,9.5,na,17300000,17300000,57.8,57.8,227000,227000,28500000,SB,45,4914,4214,G40.21M 350W Class C,200000,350,442,nr,Gusset plate,300,300,382,32,na,na,na,na,25.4,300,300,382,32,na,na,na,na,25.4,CSA G40.21 44W/300W,300,nr,nr,Fillet,350,10,na,na,na,na,na,Symmetric Cyclic,2585,2302.8,1435,59.7,0.9,0.89,0.7,59.51,"Shaback, B., and Brown, T. (2003). Behaviour of square hollow structural steel braces with end connections under reversed cyclic axial loading. Canadian Journal of Civil Engineering, 30(4), 745-753.",https://cdnsciencepub.com/doi/10.1139/l03-028,51.078621,-114.136719
Black_Strut-1,Black et al.,Strut-1,1980,I-shaped,W200X31,4000,210,134,10.2,6.4,31400000,4100000,88.6,32,335000,93800,119000,SB,45,3810,3810,ASTM A36,200000,250,279,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1045,1114.2,330,120,1.4,1.41,1,119.06,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-2,Black et al.,Strut-2,1980,I-shaped,W150X37,4750,162,154,11.6,8.1,22300000,7070000,68.5,38.6,311000,140000,197000,SB,45,1550,1550,ASTM A36,200000,250,291,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1428,1382,1165.1,40,0.5,0.49,1,40.16,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-3,Black et al.,Strut-3,1980,I-shaped,W150X30,3810,157,153,9.3,6.6,17200000,5560000,67.2,38.2,245000,111000,103000,SB,45,3070,3070,ASTM A36,200000,250,277,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1181.4,1056,887.3,80,0.9,0.95,1,80.37,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-4,Black et al.,Strut-4,1980,I-shaped,W150X30,3810,157,153,9.3,6.6,17200000,5560000,67.2,38.2,245000,111000,103000,SB,45,3070,3070,ASTM A36,200000,250,277,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1165.8,1056,884,80,0.9,0.95,1,80.37,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-5,Black et al.,Strut-5,1980,I-shaped,W150X30,3810,157,153,9.3,6.6,17200000,5560000,67.2,38.2,245000,111000,103000,SB,45,3070,3070,ASTM A36,200000,250,277,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1168,1056,674.2,80,0.9,0.95,1,80.37,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-6,Black et al.,Strut-6,1980,I-shaped,W150X24,3060,160,102,10.3,6.6,13400000,1830000,66.3,24.4,192000,55300,93100,SB,45,2950,2950,ASTM A36,200000,250,308,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,883.1,943.1,491,120,1.5,1.51,1,120.9,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
Black_Strut-7,Black et al.,Strut-7,1980,I-shaped,W150x24,3060,160,102,10.3,6.6,13400000,1830000,66.3,24.4,192000,55300,93100,SB,45,1480,1480,ASTM A36,200000,250,345,nr,Pin-Pin end,na,na,na,na,na,na,na,na,na,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,Pin-Pin Ended,na,na,na,na,Pin-Pin Ended,na,na,na,na,CJP,nr,nr,na,na,na,na,na,Symmetric Cyclic,1020.1,1054.9,884.4,40,0.5,0.8,1,60.66,"Black, R. G., Wenger, W. A. B., & Popov, E. P. (1980). Inelastic Buckling of Steel Struts Under Cyclic Load Reversals, Report No. UCB/EERC-80/40), University of California at Berkeley, Berkeley, CA, USA",https://nisee.berkeley.edu/elibrary/Text/101000963,37.87479212,-122.2576617
