type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
RHS,HSS 5 x 4 x 1/4,127,101.6,6.35,18.5,14.2,19.1,12.7,13.91,457.2,2477.4,1371.0,1048.4,5577501.1,47.5,87834.7,106352.0,3937549.3,39.9,77510.8,91275.9,7492165.7,136340.4,,,,,,,,,,,,
RHS,HSS 5 x 4 x 3/16,127,101.6,4.7752,25.7,20,14.3,9.6,10.7,457.2,1890.3,1076.1,833.5,4412053.1,48.3,69481.2,82754.7,3113411.1,40.6,61287.6,71119.9,5827240.0,105041.1,,,,,,,,,,,,
RHS,HSS 5 x 4 x 0.134,127,101.6,3.4036,37,29,10.2,6.8,7.81,457.2,1387.1,795.0,622.1,3300715.2,48.8,51947.0,61451.5,2347545.2,41.1,46211.5,52766.3,4307995.3,77346.9,,,,,,,,,,,,
RHS,HSS 5 x 4 x 1/8,127,101.6,3.175,40.1,31.5,9.5,6.4,7.31,457.2,1290.3,746.0,584.7,3088437.2,49.0,48669.6,57354.7,2193539.6,41.1,43261.8,49325.1,4020795.6,71939.2,,,,,,,,,,,,
RHS,HSS 5 x 3 x 1/2,127,76.2,12.7,7.8,3.5,38.1,25.4,21.63,406.4,3883.9,2258.1,967.7,6826195.4,41.9,107499.1,144697.8,2988541.6,27.7,78494.0,99961.1,7325673.1,168786.8,,,,,,,,,,,,
RHS,HSS 5 x 3 x 3/8,127,76.2,9.525,11.3,5.6,28.6,19.1,17.27,406.4,3083.9,1875.0,907.3,5868863.1,43.7,92423.0,120281.0,2601446.4,29.0,68334.1,83574.0,6201848.2,138306.8,,,,,,,,,,,,
RHS,HSS 5 x 3 x 5/16,127,76.2,7.9502,14.2,7.3,23.9,15.9,14.83,406.4,2645.2,1640.1,832.4,5244516.0,44.5,82590.8,105205.0,2330896.0,29.7,61123.7,73414.0,5452631.7,120117.2,,,,,,,,,,,,
RHS,HSS 5 x 3 x 1/4,127,76.2,6.35,18.5,9.9,19.1,12.7,12.21,406.4,2174.2,1371.0,725.8,4453676.3,45.2,70136.6,88162.4,2002073.2,30.2,52602.5,61779.2,4578545.7,99961.1,,,,,,,,,,,,
RHS,HSS 5 x 3 x 3/16,127,76.2,4.7752,25.7,14.2,14.3,9.6,9.42,406.4,1664.5,1076.1,590.9,3550454.1,46.2,55879.9,68989.5,1602491.0,31.0,42114.8,48505.7,3596239.5,77510.8,,,,,,,,,,,,
RHS,HSS 5 x 3 x 0.134,127,76.2,3.4036,37,21,10.2,6.8,6.89,406.4,1225.8,795.0,449.2,2680530.4,46.7,42278.6,51455.4,1219558.1,31.5,31954.8,36215.4,2680530.4,57354.7,,,,,,,,,,,,
RHS,HSS 5 x 3 x 1/8,127,76.2,3.175,40.1,22.9,9.5,6.4,6.46,406.4,1141.9,746.0,423.4,2509875.5,47.0,39492.8,48014.1,1144636.4,31.8,29988.3,33921.2,2505713.2,53421.8,,,,,,,,,,,,
RHS,HSS 5 x 3 x 0.120,127,76.2,3.048,41.6,23.8,9.1,6.1,6.21,406.4,1103.2,718.5,408.8,2434953.8,47.0,38345.7,46539.3,1111337.9,31.8,29169.0,32774.1,2426629.2,51783.1,,,,,,,,,,,,
RHS,HSS 5 x 2.5 x 1/4,127,63.5,6.35,18.5,7.7,19.1,12.7,11.36,381.0,2025.8,1371.0,564.5,3912575.4,43.9,61615.4,79149.5,1302804.4,25.4,40967.7,48341.8,3300715.2,81771.4,,,,,,,,,,,,
RHS,HSS 5 x 2.5 x 3/16,127,63.5,4.7752,25.7,11.4,14.3,9.6,8.78,381.0,1554.8,1076.1,469.6,3125898.0,45.0,49161.2,62107.0,1053065.5,25.9,33101.9,38181.9,2605608.7,63745.7,,,,,,,,,,,,
RHS,HSS 5 x 2.5 x 0.134,127,63.5,3.4036,37,17,10.2,6.8,6.44,381.0,1141.9,795.0,362.8,2372519.1,45.5,37362.5,46375.4,807489.0,26.7,25399.9,28677.4,1956287.7,47358.6,,,,,,,,,,,,
RHS,HSS 5 x 2.5 x 1/8,127,63.5,3.175,40.1,18.6,9.5,6.4,6.03,381.0,1064.5,746.0,342.7,2222675.8,45.7,35068.3,43425.7,757541.2,26.7,23925.1,26874.8,1831418.3,44245.1,,,,,,,,,,,,
RHS,HSS 5 x 2 x 3/8,127,50.8,9.525,11.3,2.7,28.6,19.1,14.72,355.6,2638.7,1875.0,423.4,4328806.8,40.4,68170.2,93570.1,949007.7,19.1,37362.5,47194.7,2751289.7,85212.7,,,,,,,,,,,,
RHS,HSS 5 x 2 x 5/16,127,50.8,7.9502,14.2,3.9,23.9,15.9,12.7,355.6,2271.0,1640.1,428.5,3891763.8,41.4,61287.6,82754.7,874086.0,19.6,34412.8,42114.8,2493226.2,75216.6,,,,,,,,,,,,
RHS,HSS 5 x 2 x 1/4,127,50.8,6.35,18.5,5.6,19.1,12.7,10.51,355.6,1877.4,1371.0,403.2,3363149.9,42.4,52930.2,69972.8,765865.8,20.3,30152.2,36051.5,2151916.5,63581.8,,,,,,,,,,,,
RHS,HSS 5 x 2 x 0.238,127,50.8,6.0452,19.6,6,18.1,12.1,10.07,355.6,1787.1,1316.2,394.9,3238280.5,42.7,50963.8,67187.0,740891.9,20.3,29169.0,34576.7,2072832.5,60959.9,,,,,,,,,,,,
RHS,HSS 5 x 2 x 3/16,127,50.8,4.7752,25.7,8.5,14.3,9.6,8.15,355.6,1445.2,1076.1,348.3,2705504.3,43.2,42606.4,55224.4,628509.5,20.8,24744.5,28677.4,1727360.4,49980.5,,,,,,,,,,,,
RHS,HSS 5 x 2 x 0.134,127,50.8,3.4036,37,13,10.2,6.8,5.98,355.6,1064.5,795.0,276.3,2064507.9,43.9,32446.4,41459.3,486990.8,21.3,19172.9,21630.9,1311129.0,37362.5,,,,,,,,,,,,
RHS,HSS 5 x 2 x 1/8,127,50.8,3.175,40.1,14.2,9.5,6.4,5.61,355.6,993.5,746.0,262.1,1935476.1,44.2,30479.9,38837.3,457854.6,21.6,18025.8,20320.0,1227882.7,34904.4,,,,,,,,,,,,
RHS,HSS 5 x 2 x 0.120,127,50.8,3.048,41.6,14.9,9.1,6.1,5.39,355.6,961.3,718.5,253.9,1877203.7,44.2,29496.7,37526.4,445367.6,21.6,17534.2,19664.5,1190421.9,33757.4,,,,,,,,,,,,
RHS,HSS 4.5 x 3 x 1/4,114.3,76.2,6.35,16.3,9.9,19.1,12.7,11.36,381.0,2025.8,1209.7,725.8,3429746.9,41.1,59976.7,74888.9,1814769.0,30.0,47686.4,56535.4,3954198.5,89309.5,,,,,,,,,,,,
RHS,HSS 4.5 x 3 x 3/16,114.3,76.2,4.7752,22.9,14.2,14.3,9.6,8.78,381.0,1554.8,954.8,590.9,2738802.8,41.9,47850.2,58829.6,1456810.0,30.7,38181.9,44408.9,3096761.8,69317.3,,,,,,,,,,,,
RHS,HSS 4.5 x 3 x 0.134,114.3,76.2,3.4036,33,21,10.2,6.8,6.44,381.0,1141.9,708.6,449.2,2076994.8,42.7,36379.3,43917.3,1111337.9,31.2,29169.0,33265.7,2310084.4,51455.4,,,,,,,,,,,,
RHS,HSS 4.5 x 3 x 1/8,114.3,76.2,3.175,35.8,22.9,9.5,6.4,6.03,381.0,1064.5,665.3,423.4,1947963.1,42.7,34085.1,40967.7,1044740.9,31.2,27366.4,31135.4,2160241.1,48014.1,,,,,,,,,,,,
RHS,HSS 4 x 3 x 3/8,101.6,76.2,9.525,8.5,5.6,28.6,19.1,14.72,355.6,2638.7,1391.1,907.3,3300715.2,35.3,65056.6,83901.8,2085319.4,28.2,54732.8,68497.9,4412053.1,107990.8,,,,,,,,,,,,
RHS,HSS 4 x 3 x 5/16,101.6,76.2,7.9502,10.7,7.3,23.9,15.9,12.7,355.6,2271.0,1236.2,832.4,2971892.4,36.1,58501.8,73905.7,1881366.0,28.7,49325.1,60468.3,3916737.7,94225.6,,,,,,,,,,,,
RHS,HSS 4 x 3 x 1/4,101.6,76.2,6.35,14.2,9.9,19.1,12.7,10.51,355.6,1877.4,1048.4,725.8,2559823.3,36.8,50472.2,62434.7,1627464.9,29.5,42770.2,51127.6,3313202.1,78821.8,,,,,,,,,,,,
RHS,HSS 4 x 3 x 0.238,101.6,76.2,6.0452,15.1,10.6,18.1,12.1,10.07,355.6,1787.1,1009.1,702.0,2464090.0,37.1,48505.7,59976.7,1569192.5,29.7,41131.5,49161.2,3175845.8,75380.5,,,,,,,,,,,,
RHS,HSS 4 x 3 x 3/16,101.6,76.2,4.7752,20,14.2,14.3,9.6,8.15,355.6,1445.2,833.5,590.9,2052020.9,37.6,40476.0,49161.2,1315291.3,30.2,34576.7,40312.2,2605608.7,61287.6,,,,,,,,,,,,
RHS,HSS 4 x 3 x 0.134,101.6,76.2,3.4036,29,21,10.2,6.8,5.98,355.6,1064.5,622.1,449.2,1565030.2,38.4,30807.7,36870.9,1003117.7,30.7,26383.2,30316.1,1947963.1,45556.0,,,,,,,,,,,,
RHS,HSS 4 x 3 x 1/8,101.6,76.2,3.175,31.5,22.9,9.5,6.4,5.61,355.6,993.5,584.7,423.4,1465134.6,38.4,28841.2,34576.7,944845.3,30.7,24744.5,28349.6,1823093.6,42442.5,,,,,,,,,,,,
RHS,HSS 4 x 3 x 0.120,101.6,76.2,3.048,32.7,23.8,9.1,6.1,5.39,355.6,961.3,563.6,408.8,1423511.5,38.6,28021.9,33429.6,915709.1,31.0,24089.0,27530.3,1764821.2,41131.5,,,,,,,,,,,,
RHS,HSS 4 x 2.5 x 1/4,101.6,63.5,6.35,14.2,7.7,19.1,12.7,9.66,330.2,1722.6,1048.4,564.5,2214351.2,35.8,43589.6,55388.3,1053065.5,24.6,33101.9,39820.6,2405817.6,64401.2,,,,,,,,,,,,
RHS,HSS 4 x 2.5 x 3/16,101.6,63.5,4.7752,20,11.4,14.3,9.6,7.51,330.2,1329.0,833.5,469.6,1789795.1,36.6,35232.2,43753.5,857436.7,25.4,27038.7,31627.0,1910502.2,50472.2,,,,,,,,,,,,
RHS,HSS 4 x 2.5 x 0.134,101.6,63.5,3.4036,29,17,10.2,6.8,5.53,330.2,980.6,622.1,362.8,1369401.4,37.3,27038.7,32938.0,660975.5,25.9,20811.6,23761.2,1435998.4,37526.4,,,,,,,,,,,,
RHS,HSS 4 x 2.5 x 1/8,101.6,63.5,3.175,31.5,18.6,9.5,6.4,5.18,330.2,916.1,584.7,342.7,1286155.1,37.6,25399.9,30807.7,621433.5,26.2,19566.2,22286.4,1344427.5,35068.3,,,,,,,,,,,,
RHS,HSS 4 x 2 x 3/8,101.6,50.8,9.525,8.5,2.7,28.6,19.1,12.17,304.8,2187.1,1391.1,423.4,2330896.0,32.8,45883.8,62926.3,749216.6,18.5,29496.7,37854.1,2010397.8,66203.7,,,,,,,,,,,,
RHS,HSS 4 x 2 x 5/16,101.6,50.8,7.9502,10.7,3.9,23.9,15.9,10.58,304.8,1896.8,1236.2,428.5,2135267.2,33.5,42114.8,56207.6,695106.5,19.1,27366.4,34085.1,1831418.3,58829.6,,,,,,,,,,,,
RHS,HSS 4 x 2 x 1/4,101.6,50.8,6.35,14.2,5.6,19.1,12.7,8.81,304.8,1574.2,1048.4,403.2,1868879.1,34.5,36870.9,48178.0,616022.5,19.8,24252.9,29332.8,1590004.0,49980.5,,,,,,,,,,,,
RHS,HSS 4 x 2 x 0.238,101.6,50.8,6.0452,15.1,6,18.1,12.1,8.45,304.8,1503.2,1009.1,394.9,1806444.4,34.5,35559.9,46211.5,595210.9,19.8,23433.5,28185.8,1531731.6,48014.1,,,,,,,,,,,,
RHS,HSS 4 x 2 x 3/16,101.6,50.8,4.7752,20,8.5,14.3,9.6,6.87,304.8,1219.4,833.5,348.3,1523407.0,35.3,29988.3,38345.7,507802.3,20.3,19992.2,23433.5,1281992.8,39492.8,,,,,,,,,,,,
RHS,HSS 4 x 2 x 0.134,101.6,50.8,3.4036,29,13,10.2,6.8,5.07,304.8,903.2,622.1,276.3,1173772.6,36.1,23105.8,29005.1,397084.8,21.1,15633.3,17861.9,973981.5,29660.6,,,,,,,,,,,,
RHS,HSS 4 x 2 x 1/8,101.6,50.8,3.175,31.5,14.2,9.5,6.4,4.75,304.8,838.7,584.7,262.1,1103013.3,36.3,21794.8,27202.5,373775.8,21.1,14715.6,16714.8,915709.1,27694.1,,,,,,,,,,,,
RHS,HSS 4 x 2 x 0.120,101.6,50.8,3.048,32.7,14.9,9.1,6.1,4.58,304.8,812.9,563.6,253.9,1069714.8,36.3,21139.3,26383.2,363370.0,21.1,14305.9,16223.2,886572.9,26874.8,,,,,,,,,,,,
RHS,HSS 4 x 1.5 x 3/16,101.6,38.1,4.7752,20,5.6,14.3,9.6,6.23,279.4,1103.2,833.5,227.1,1257018.9,33.8,24744.5,32938.0,258479.7,15.2,13568.5,16092.1,740891.9,28677.4,,,,,,,,,,,,
RHS,HSS 4 x 1.5 x 0.134,101.6,38.1,3.4036,29,9,10.2,6.8,4.61,279.4,819.4,622.1,189.8,978143.9,34.5,19336.7,25072.2,205618.3,15.7,10799.1,12388.6,574399.4,21630.9,,,,,,,,,,,,
RHS,HSS 4 x 1.5 x 1/8,101.6,38.1,3.175,31.5,9.9,9.5,6.4,4.33,279.4,767.7,584.7,181.5,919871.5,34.5,18189.6,23433.5,194380.1,16.0,10209.1,11634.8,541100.9,20320.0,,,,,,,,,,,,
RHS,HSS 4 x 1.25 x 0.120,101.6,31.75,3.048,32.7,8.2,9.1,6.1,3.97,266.7,703.2,563.6,137.8,807489.0,33.8,15895.5,20975.4,124869.4,13.2,7865.8,8996.5,370446.0,16223.2,,,,,,,,,,,,
RHS,HSS 3.5 x 2.5 x 1/4,88.9,63.5,6.35,12,7.7,19.1,12.7,8.81,304.8,1574.2,887.1,564.5,1577517.1,31.8,35559.9,44900.6,928196.1,24.4,29169.0,35396.1,1977099.3,55716.0,,,,,,,,,,,,
RHS,HSS 3.5 x 2.5 x 3/16,88.9,63.5,4.7752,17.1,11.4,14.3,9.6,6.87,304.8,1219.4,712.2,469.6,1286155.1,32.5,29005.1,35723.8,757541.2,24.9,23925.1,28185.8,1573354.8,43753.5,,,,,,,,,,,,
RHS,HSS 3.5 x 2.5 x 0.134,88.9,63.5,3.4036,25,17,10.2,6.8,5.07,304.8,903.2,535.7,362.8,990630.8,33.0,22286.4,27038.7,586886.3,25.4,18517.4,21467.1,1186259.6,32774.1,,,,,,,,,,,,
RHS,HSS 3.5 x 2.5 x 1/8,88.9,63.5,3.175,27.2,18.6,9.5,6.4,4.75,304.8,838.7,504.0,342.7,928196.1,33.3,20811.6,25236.1,553587.8,25.7,17370.3,19992.2,1111337.9,30643.8,,,,,,,,,,,,
RHS,HSS 3.5 x 2 x 1/4,88.9,50.8,6.35,12,5.6,19.1,12.7,7.96,279.4,1425.8,887.1,403.2,1319453.6,30.5,29660.6,38673.5,541100.9,19.6,21303.2,25891.6,1315291.3,43261.8,,,,,,,,,,,,
RHS,HSS 3.5 x 2 x 3/16,88.9,50.8,4.7752,17,8.4,14.3,9.6,6.25,279.4,1109.7,712.2,348.3,1090526.3,31.2,24580.6,31135.4,449529.9,20.1,17698.0,20975.4,1069714.8,34412.8,,,,,,,,,,,,
RHS,HSS 3.5 x 2 x 0.134,88.9,50.8,3.4036,25,13,10.2,6.8,4.61,279.4,819.4,535.7,276.3,840787.5,32.0,18845.1,23433.5,349634.4,20.6,13765.1,15895.5,811651.3,25727.7,,,,,,,,,,,,
RHS,HSS 3.5 x 2 x 1/8,88.9,50.8,3.175,27.2,14.2,9.5,6.4,4.33,279.4,767.7,504.0,262.1,790839.7,32.0,17861.9,21958.7,332985.1,20.8,13109.7,14912.2,761703.5,24089.0,,,,,,,,,,,,
RHS,HSS 3.5 x 1.5 x 3/16,88.9,38.1,4.7752,17.1,5.6,14.3,9.6,5.59,254.0,993.5,712.2,227.1,882410.6,29.7,19828.3,26219.3,226429.9,15.0,11880.6,14207.6,620184.8,24744.5,,,,,,,,,,,,
RHS,HSS 3.5 x 1.5 x 0.134,88.9,38.1,3.4036,25,9,10.2,6.8,4.16,254.0,741.9,535.7,189.8,690944.2,30.5,15551.3,19992.2,180644.4,15.5,9488.1,10979.3,482828.5,18845.1,,,,,,,,,,,,
RHS,HSS 3.5 x 1.5 x 1/8,88.9,38.1,3.175,27.2,9.9,9.5,6.4,3.9,254.0,690.3,504.0,181.5,653483.3,30.7,14699.2,18845.1,171071.1,15.7,8980.1,10323.9,453692.3,17698.0,,,,,,,,,,,,
RHS,HSS 3 x 2.5 x 1/4,76.2,63.5,6.35,9.9,7.7,19.1,12.7,7.96,279.4,1425.8,725.8,564.5,1069714.8,27.4,28021.9,35396.1,803326.7,23.6,25236.1,31135.4,1556705.5,47030.9,,,,,,,,,,,,
RHS,HSS 3 x 2.5 x 3/16,76.2,63.5,4.7752,14.2,11.4,14.3,9.6,6.23,279.4,1103.2,590.9,469.6,878248.3,28.2,23105.8,28349.6,661391.7,24.4,20828.0,24908.3,1248694.3,37198.6,,,,,,,,,,,,
RHS,HSS 3 x 2.5 x 0.134,76.2,63.5,3.4036,21,17,10.2,6.8,4.61,279.4,819.4,449.2,362.8,682619.5,29.0,17911.1,21467.1,514462.0,25.1,16206.8,18976.2,944845.3,27858.0,,,,,,,,,,,,
RHS,HSS 3 x 2.5 x 1/8,76.2,63.5,3.175,22.9,18.6,9.5,6.4,4.33,279.4,767.7,423.4,342.7,640996.4,29.0,16829.5,20156.1,484077.1,25.1,15240.0,17780.0,886572.9,26055.4,,,,,,,,,,,,
RHS,HSS 3 x 2 x 5/16,76.2,50.8,7.9502,7.3,3.9,23.9,15.9,8.45,254.0,1516.1,832.4,428.5,990630.8,25.7,26055.4,34576.7,516127.0,18.5,20320.0,25891.6,1194584.2,42606.4,,,,,,,,,,,,
RHS,HSS 3 x 2 x 1/4,76.2,50.8,6.35,9.9,5.6,19.1,12.7,7.11,254.0,1271.0,725.8,403.2,886572.9,26.4,23269.6,29988.3,462016.9,19.1,18189.6,22614.1,1048903.2,36543.2,,,,,,,,,,,,
RHS,HSS 3 x 2 x 0.238,76.2,50.8,6.0452,10.6,6,18.1,12.1,6.83,254.0,1219.4,702.0,394.9,857436.7,26.4,22450.3,29005.1,449946.2,19.3,17714.4,21794.8,1011442.4,35068.3,,,,,,,,,,,,
RHS,HSS 3 x 2 x 3/16,76.2,50.8,4.7752,14.2,8.5,14.3,9.6,5.59,254.0,993.5,590.9,348.3,736729.6,27.2,19336.7,24252.9,387927.7,19.8,15272.7,18353.5,853274.4,29169.0,,,,,,,,,,,,
RHS,HSS 3 x 2 x 0.134,76.2,50.8,3.4036,21,13,10.2,6.8,4.16,254.0,741.9,449.2,276.3,574399.4,27.9,15076.1,18517.4,305513.9,20.3,12028.1,14010.9,653483.3,21958.7,,,,,,,,,,,,
RHS,HSS 3 x 2 x 1/8,76.2,50.8,3.175,22.9,14.2,9.5,6.4,3.9,254.0,690.3,423.4,262.1,541100.9,27.9,14207.6,17370.3,288032.1,20.3,11339.8,13158.8,611860.2,20483.8,,,,,,,,,,,,
RHS,HSS 3 x 2 x 0.120,76.2,50.8,3.048,23.8,14.9,9.1,6.1,3.76,254.0,671.0,408.8,253.9,524451.6,27.9,13765.1,16878.7,280123.7,20.3,11028.5,12765.5,595210.9,19992.2,,,,,,,,,,,,
RHS,HSS 3 x 2 x 0.083,76.2,50.8,2.1082,36,23,6.3,4.2,2.67,254.0,471.0,294.6,187.5,382932.9,28.4,10045.3,12126.4,205202.1,20.8,8078.8,9176.8,424556.1,14092.9,,,,,,,,,,,,
RHS,HSS 3 x 1.5 x 1/4,76.2,38.1,6.35,9.9,3.4,19.1,12.7,6.26,228.6,1122.6,725.8,241.9,699268.8,25.0,18353.5,24744.5,226013.7,14.2,11864.2,14928.6,599373.3,25891.6,,,,,,,,,,,,
RHS,HSS 3 x 1.5 x 3/16,76.2,38.1,4.7752,14.2,5.6,14.3,9.6,4.96,228.6,883.9,590.9,227.1,591048.6,25.9,15518.5,20320.0,194380.1,14.7,10209.1,12323.1,503640.0,20975.4,,,,,,,,,,,,
RHS,HSS 3 x 1.5 x 0.134,76.2,38.1,3.4036,21,9,10.2,6.8,3.7,228.6,659.4,449.2,189.8,466179.2,26.7,12241.1,15600.5,156086.8,15.5,8193.5,9570.0,391673.8,16075.7,,,,,,,,,,,,
RHS,HSS 3 x 1.5 x 1/8,76.2,38.1,3.175,22.9,9.9,9.5,6.4,3.48,228.6,616.8,423.4,181.5,441205.3,26.7,11585.7,14666.4,147762.2,15.5,7751.1,9012.9,368781.0,15076.1,,,,,,,,,,,,
RHS,HSS 3 x 1.5 x 0.120,76.2,38.1,3.048,23.8,10.4,9.1,6.1,3.35,228.6,597.4,408.8,176.5,428718.4,26.7,11257.9,14240.4,144016.1,15.5,7554.4,8750.7,358375.3,14617.3,,,,,,,,,,,,
RHS,HSS 3 x 1 x 3/16,76.2,25.4,4.7752,14.2,2.7,14.3,9.6,4.32,203.2,767.7,590.9,105.8,445367.6,24.1,11684.0,16206.8,72008.0,9.7,5669.9,7079.2,218937.7,12978.6,,,,,,,,,,,,
RHS,HSS 3 x 1 x 0.134,76.2,25.4,3.4036,21,5,10.2,6.8,3.25,203.2,578.7,449.2,103.4,359207.7,24.9,9422.6,12667.2,59937.3,10.2,4719.5,5637.2,178979.5,10176.4,,,,,,,,,,,,
RHS,HSS 3 x 1 x 1/8,76.2,25.4,3.175,22.9,5.6,9.5,6.4,3.05,203.2,541.9,423.4,100.8,340061.1,25.0,8930.9,11929.8,57439.9,10.4,4522.8,5325.8,169822.4,9586.4,,,,,,,,,,,,
RHS,HSS 3 x 1 x 0.120,76.2,25.4,3.048,23.8,5.9,9.1,6.1,2.94,203.2,525.2,408.8,99.1,331320.2,25.1,8701.5,11585.7,56191.2,10.4,4424.5,5194.7,165660.1,9324.2,,,,,,,,,,,,
RHS,HSS 3 x 1 x 0.083,76.2,25.4,2.1082,36,10,6.3,4.2,2.11,203.2,372.3,294.6,80.4,245992.8,25.7,6456.5,8423.0,42871.8,10.7,3375.7,3818.2,123620.7,6784.2,,,,,,,,,,,,
RHS,HSS 3 x 1 x 0.065,76.2,25.4,1.651,47,13.7,5.0,3.3,1.67,203.2,294.2,235.3,67.5,198958.6,26.0,5227.5,6735.1,34963.4,10.9,2753.0,3080.8,99895.5,5424.1,,,,,,,,,,,,
RHS,HSS 2.5 x 2 x 1/4,63.5,50.8,6.35,7.7,5.6,19.1,12.7,6.26,228.6,1122.6,564.5,403.2,553587.8,22.2,17370.3,22450.3,387095.2,18.5,15240.0,19172.9,790839.7,29824.5,,,,,,,,,,,,
RHS,HSS 2.5 x 2 x 3/16,63.5,50.8,4.7752,11.4,8.5,14.3,9.6,4.96,228.6,883.9,469.6,348.3,466179.2,23.0,14682.8,18353.5,327157.9,19.3,12880.2,15666.0,645158.7,23925.1,,,,,,,,,,,,
RHS,HSS 2.5 x 2 x 0.134,63.5,50.8,3.4036,17,13,10.2,6.8,3.7,228.6,659.4,362.8,276.3,367532.3,23.6,11569.3,14109.3,259728.4,19.8,10225.5,12093.7,499477.7,18189.6,,,,,,,,,,,,
RHS,HSS 2.5 x 2 x 1/8,63.5,50.8,3.175,18.6,14.2,9.5,6.4,3.48,228.6,616.8,342.7,262.1,346720.8,23.7,10913.8,13257.1,245160.3,19.8,9652.0,11372.6,466179.2,17042.5,,,,,,,,,,,,
RHS,HSS 2.5 x 2 x 0.120,63.5,50.8,3.048,19.3,14.9,9.1,6.1,3.35,228.6,597.4,331.4,253.9,337563.7,23.8,10635.2,12863.8,238500.6,20.1,9389.8,11044.9,453692.3,16387.1,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 1/4,63.5,38.1,6.35,7.7,3.4,19.1,12.7,5.41,203.2,974.2,564.5,241.9,428718.4,21.0,13502.9,18189.6,186887.9,14.0,9815.9,12519.7,457854.6,21139.3,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 3/16,63.5,38.1,4.7752,11.4,5.6,14.3,9.6,4.32,203.2,767.7,469.6,227.1,367116.1,21.9,11569.3,14994.2,162330.3,14.5,8521.3,10422.2,386679.0,17206.4,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 0.134,63.5,38.1,3.4036,17,9,10.2,6.8,3.25,203.2,578.7,362.8,189.8,293859.4,22.5,9258.7,11667.6,131529.1,15.0,6899.0,8160.8,303432.7,13257.1,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 1/8,63.5,38.1,3.175,18.6,9.9,9.5,6.4,3.05,203.2,541.9,342.7,181.5,278042.6,22.7,8750.7,10995.7,124869.4,15.2,6554.8,7685.5,285951.0,12437.8,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 0.120,63.5,38.1,3.048,19.3,10.4,9.1,6.1,2.94,203.2,525.2,331.4,176.5,270966.7,22.7,8537.7,10684.4,121539.6,15.2,6374.6,7472.5,278042.6,12077.3,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 0.100,63.5,38.1,2.54,23.9,13.1,7.6,5.1,2.5,203.2,443.2,283.9,154.8,234338.3,23.0,7374.2,9127.6,105722.8,15.5,5555.2,6407.3,238084.4,10274.7,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 0.083,63.5,38.1,2.1082,29.5,16.5,6.3,4.2,2.11,203.2,372.3,241.1,134.0,200623.5,23.2,6325.4,7751.1,90738.5,15.5,4768.6,5440.5,201872.2,8668.8,,,,,,,,,,,,
RHS,HSS 2.5 x 1.5 x 0.065,63.5,38.1,1.651,38.7,22,5.0,3.3,1.67,203.2,294.2,193.3,109.5,161914.0,23.5,5096.4,6194.3,73673.0,15.7,3867.3,4359.0,161497.8,6899.0,,,,,,,,,,,,
RHS,HSS 2.5 x 1 x 3/16,63.5,25.4,4.7752,11.3,2.7,14.3,9.6,3.69,177.8,660.6,469.6,105.8,269718.0,20.2,8488.5,11716.8,59521.1,9.4,4686.7,5915.7,172319.8,10668.0,,,,,,,,,,,,
RHS,HSS 2.5 x 1 x 0.134,63.5,25.4,3.4036,17,5,10.2,6.8,2.79,177.8,498.1,362.8,103.4,220602.7,21.1,6948.1,9242.3,49947.8,9.9,3932.9,4735.9,141102.5,8390.2,,,,,,,,,,,,
RHS,HSS 2.5 x 1 x 1/8,63.5,25.4,3.175,18.6,5.6,9.5,6.4,2.63,177.8,467.1,342.7,100.8,209364.4,21.2,6587.6,8717.9,47866.6,10.2,3769.0,4490.1,134026.5,7915.0,,,,,,,,,,,,
RHS,HSS 2 x 1.5 x 3/16,50.8,38.1,4.7752,8.5,5.6,14.3,9.6,3.68,177.8,658.1,348.3,227.1,206034.6,17.7,8111.6,10471.3,130280.4,14.0,6833.4,8537.7,276377.7,13470.2,,,,,,,,,,,,
RHS,HSS 2 x 1.5 x 0.134,50.8,38.1,3.4036,13,9,10.2,6.8,2.79,177.8,498.1,276.3,189.8,168157.5,18.4,6620.4,8259.1,106971.5,14.7,5620.8,6751.5,218521.5,10438.6,,,,,,,,,,,,
RHS,HSS 2 x 1.5 x 1/8,50.8,38.1,3.175,14.2,9.9,9.5,6.4,2.63,177.8,467.1,262.1,181.5,159416.6,18.5,6276.2,7783.9,101560.5,14.7,5325.8,6374.6,206450.8,9815.9,,,,,,,,,,,,
RHS,HSS 2 x 1 x 3/16,50.8,25.4,4.7752,8.5,2.7,14.3,9.6,3.04,152.4,545.2,348.3,105.8,145681.0,16.4,5735.5,7865.8,46617.9,9.1,3670.7,4719.5,125285.7,8275.5,,,,,,,,,,,,
