type,section,t_f,w,a,d,d_det,b_f,b_fdet,t_w,t_wdet,t_f,t_fdet,k_des,k_det,k_1,b_f_ov_2t_f,h_ov_t_w,i_x,z_x,s_x,r_x,i_y,z_y,s_y,r_y,j,c_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X233,F,233,68.5,16.0,16      ,15.9,15  7/8 ,1.07,1  1/16,1.72,1  3/4 ,2.32,3      ,1  3/4 ,4.62,10.7,3010,436,375,6.63,1150,221,145,4.10,59.5,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X211,F,211,62.0,15.7,15  3/4 ,15.8,15  3/4 ,0.980,1      ,1.56,1  9/16,2.16,2  7/8 ,1 11/16,5.06,11.6,2660,390,338,6.55,1030,198,130,4.07,44.6,51500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X193,F,193,56.8,15.5,15  1/2 ,15.7,15  3/4 ,0.890,  7/8 ,1.44,1  7/16,2.04,2  3/4 ,1 11/16,5.45,12.8,2400,355,310,6.50,931,180,119,4.05,34.8,45900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X176,F,176,51.8,15.2,15  1/4 ,15.7,15  5/8 ,0.830, 13/16,1.31,1  5/16,1.91,2  5/8 ,1  5/8 ,5.97,13.7,2140,320,281,6.43,838,163,107,4.02,26.5,40500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X159,F,159,46.7,15.0,15      ,15.6,15  5/8 ,0.745,  3/4 ,1.19,1  3/16,1.79,2  1/2 ,1  9/16,6.54,15.3,1900,287,254,6.38,748,146,96.2,4.00,19.7,35600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X145,F,145,42.7,14.8,14  3/4 ,15.5,15  1/2 ,0.680, 11/16,1.09,1  1/16,1.69,2  3/8 ,1  9/16,7.11,16.8,1710,260,232,6.33,677,133,87.3,3.98,15.2,31700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X132,F,132,38.8,14.7,14  5/8 ,14.7,14  3/4 ,0.645,  5/8 ,1.03,1      ,1.63,2  5/16,1  9/16,7.15,17.7,1530,234,209,6.28,548,113,74.5,3.76,12.3,25500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X120,F,120,35.3,14.5,14  1/2 ,14.7,14  5/8 ,0.590,  9/16,0.940, 15/16,1.54,2  1/4 ,1  1/2 ,7.80,19.3,1380,212,190,6.24,495,102,67.5,3.74,9.37,22700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X109,F,109,32.0,14.3,14  3/8 ,14.6,14  5/8 ,0.525,  1/2 ,0.860,  7/8 ,1.46,2  3/16,1  1/2 ,8.49,21.7,1240,192,173,6.22,447,92.7,61.2,3.73,7.12,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X99,F,99.0,29.1,14.2,14  1/8 ,14.6,14  5/8 ,0.485,  1/2 ,0.780,  3/4 ,1.38,2  1/16,1  7/16,9.34,23.5,1110,173,157,6.17,402,83.6,55.2,3.71,5.37,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X90,F,90.0,26.5,14.0,14      ,14.5,14  1/2 ,0.440,  7/16,0.710, 11/16,1.31,2      ,1  7/16,10.2,25.9,999,157,143,6.14,362,75.6,49.9,3.70,4.06,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X82,F,82.0,24.0,14.3,14  1/4 ,10.1,10  1/8 ,0.510,  1/2 ,0.855,  7/8 ,1.45,1 11/16,1  1/16,5.92,22.4,881,139,123,6.05,148,44.8,29.3,2.48,5.07,6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X74,F,74.0,21.8,14.2,14  1/8 ,10.1,10  1/8 ,0.450,  7/16,0.785, 13/16,1.38,1  5/8 ,1  1/16,6.41,25.4,795,126,112,6.04,134,40.5,26.6,2.48,3.87,5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X68,F,68.0,20.0,14.0,14      ,10.0,10      ,0.415,  7/16,0.720,  3/4 ,1.31,1  9/16,1  1/16,6.97,27.5,722,115,103,6.01,121,36.9,24.2,2.46,3.01,5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X61,F,61.0,17.9,13.9,13  7/8 ,10.0,10      ,0.375,  3/8 ,0.645,  5/8 ,1.24,1  1/2 ,1      ,7.75,30.4,640,102,92.1,5.98,107,32.8,21.5,2.45,2.19,4710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X53,F,53.0,15.6,13.9,13  7/8 ,8.06,8      ,0.370,  3/8 ,0.660, 11/16,1.25,1  1/2 ,1      ,6.11,30.9,541,87.1,77.8,5.89,57.7,22.0,14.3,1.92,1.94,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X48,F,48.0,14.1,13.8,13  3/4 ,8.03,8      ,0.340,  5/16,0.595,  5/8 ,1.19,1  7/16,1      ,6.75,33.6,484,78.4,70.2,5.85,51.4,19.6,12.8,1.91,1.45,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X43,F,43.0,12.6,13.7,13  5/8 ,8.00,8      ,0.305,  5/16,0.530,  1/2 ,1.12,1  3/8 ,1      ,7.54,37.4,428,69.6,62.6,5.82,45.2,17.3,11.3,1.89,1.05,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X38,F,38.0,11.2,14.1,14  1/8 ,6.77,6  3/4 ,0.310,  5/16,0.515,  1/2 ,0.915,1  1/4 , 13/16,6.57,39.6,385,61.5,54.6,5.87,26.7,12.1,7.88,1.55,0.798,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X34,F,34.0,10.0,14.0,14      ,6.75,6  3/4 ,0.285,  5/16,0.455,  7/16,0.855,1  3/16,  3/4 ,7.41,43.1,340,54.6,48.6,5.83,23.3,10.6,6.91,1.53,0.569,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X30,F,30.0,8.85,13.8,13  7/8 ,6.73,6  3/4 ,0.270,  1/4 ,0.385,  3/8 ,0.785,1  1/8 ,  3/4 ,8.74,45.4,291,47.3,42.0,5.73,19.6,8.99,5.82,1.49,0.380,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X26,F,26.0,7.69,13.9,13  7/8 ,5.03,5      ,0.255,  1/4 ,0.420,  7/16,0.820,1  1/8 ,  3/4 ,5.98,48.1,245,40.2,35.3,5.65,8.91,5.54,3.55,1.08,0.358,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W14X22,F,22.0,6.49,13.7,13  3/4 ,5.00,5      ,0.230,  1/4 ,0.335,  5/16,0.735,1  1/16,  3/4 ,7.46,53.3,199,33.2,29.0,5.54,7.00,4.39,2.80,1.04,0.208,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X336,T,336,98.9,16.8,16  7/8 ,13.4,13  3/8 ,1.78,1  3/4 ,2.96,2 15/16,3.55,3  7/8 ,1 11/16,2.26,5.47,4060,603,483,6.41,1190,274,177,3.47,243,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X305,T,305,89.5,16.3,16  3/8 ,13.2,13  1/4 ,1.63,1  5/8 ,2.71,2 11/16,3.30,3  5/8 ,1  5/8 ,2.45,5.98,3550,537,435,6.29,1050,244,159,3.42,185,48600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X279,T,279,81.9,15.9,15  7/8 ,13.1,13  1/8 ,1.53,1  1/2 ,2.47,2  1/2 ,3.07,3  3/8 ,1  5/8 ,2.66,6.35,3110,481,393,6.16,937,220,143,3.38,143,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X252,T,252,74.1,15.4,15  3/8 ,13.0,13      ,1.40,1  3/8 ,2.25,2  1/4 ,2.85,3  1/8 ,1  1/2 ,2.89,6.96,2720,428,353,6.06,828,196,127,3.34,108,35800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X230,T,230,67.7,15.1,15      ,12.9,12  7/8 ,1.29,1  5/16,2.07,2  1/16,2.67,2 15/16,1  1/2 ,3.11,7.56,2420,386,321,5.97,742,177,115,3.31,83.8,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X210,F,210,61.8,14.7,14  3/4 ,12.8,12  3/4 ,1.18,1  3/16,1.90,1  7/8 ,2.50,2 13/16,1  7/16,3.37,8.23,2140,348,292,5.89,664,159,104,3.28,64.7,27200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X190,F,190,56.0,14.4,14  3/8 ,12.7,12  5/8 ,1.06,1  1/16,1.74,1  3/4 ,2.33,2  5/8 ,1  3/8 ,3.65,9.16,1890,311,263,5.82,589,143,93.0,3.25,48.8,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X170,F,170,50.0,14.0,14      ,12.6,12  5/8 ,0.960, 15/16,1.56,1  9/16,2.16,2  7/16,1  5/16,4.03,10.1,1650,275,235,5.74,517,126,82.3,3.22,35.6,20100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X152,F,152,44.7,13.7,13  3/4 ,12.5,12  1/2 ,0.870,  7/8 ,1.40,1  3/8 ,2.00,2  5/16,1  1/4 ,4.46,11.2,1430,243,209,5.66,454,111,72.8,3.19,25.8,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X136,F,136,39.9,13.4,13  3/8 ,12.4,12  3/8 ,0.790, 13/16,1.25,1  1/4 ,1.85,2  1/8 ,1  1/4 ,4.96,12.3,1240,214,186,5.58,398,98.0,64.2,3.16,18.5,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X120,F,120,35.2,13.1,13  1/8 ,12.3,12  3/8 ,0.710, 11/16,1.11,1  1/8 ,1.70,2      ,1  3/16,5.57,13.7,1070,186,163,5.51,345,85.4,56.0,3.13,12.9,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X106,F,106,31.2,12.9,12  7/8 ,12.2,12  1/4 ,0.610,  5/8 ,0.990,1      ,1.59,1  7/8 ,1  1/8 ,6.17,15.9,933,164,145,5.47,301,75.1,49.3,3.11,9.13,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X96,F,96.0,28.2,12.7,12  3/4 ,12.2,12  1/8 ,0.550,  9/16,0.900,  7/8 ,1.50,1 13/16,1  1/8 ,6.76,17.7,833,147,131,5.44,270,67.5,44.4,3.09,6.85,9410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X87,F,87.0,25.6,12.5,12  1/2 ,12.1,12  1/8 ,0.515,  1/2 ,0.810, 13/16,1.41,1 11/16,1  1/16,7.48,18.9,740,132,118,5.38,241,60.4,39.7,3.07,5.10,8270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X79,F,79.0,23.2,12.4,12  3/8 ,12.1,12  1/8 ,0.470,  1/2 ,0.735,  3/4 ,1.33,1  5/8 ,1  1/16,8.22,20.7,662,119,107,5.34,216,54.3,35.8,3.05,3.84,7330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X72,F,72.0,21.1,12.3,12  1/4 ,12.0,12      ,0.430,  7/16,0.670, 11/16,1.27,1  9/16,1  1/16,8.99,22.6,597,108,97.4,5.31,195,49.2,32.4,3.04,2.93,6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X65,F,65.0,19.1,12.1,12  1/8 ,12.0,12      ,0.390,  3/8 ,0.605,  5/8 ,1.20,1  1/2 ,1      ,9.92,24.9,533,96.8,87.9,5.28,174,44.1,29.1,3.02,2.18,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X58,F,58.0,17.0,12.2,12  1/4 ,10.0,10      ,0.360,  3/8 ,0.640,  5/8 ,1.24,1  1/2 , 15/16,7.82,27.0,475,86.4,78.0,5.28,107,32.5,21.4,2.51,2.10,3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X53,F,53.0,15.6,12.1,12      ,10.0,10      ,0.345,  3/8 ,0.575,  9/16,1.18,1  3/8 , 15/16,8.69,28.1,425,77.9,70.6,5.23,95.8,29.1,19.2,2.48,1.58,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X50,F,50.0,14.6,12.2,12  1/4 ,8.08,8  1/8 ,0.370,  3/8 ,0.640,  5/8 ,1.14,1  1/2 , 15/16,6.31,26.8,391,71.9,64.2,5.18,56.3,21.3,13.9,1.96,1.71,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X45,F,45.0,13.1,12.1,12      ,8.05,8      ,0.335,  5/16,0.575,  9/16,1.08,1  3/8 , 15/16,7.00,29.6,348,64.2,57.7,5.15,50.0,19.0,12.4,1.95,1.26,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X40,F,40.0,11.7,11.9,12      ,8.01,8      ,0.295,  5/16,0.515,  1/2 ,1.02,1  3/8 ,  7/8 ,7.77,33.6,307,57.0,51.5,5.13,44.1,16.8,11.0,1.94,0.906,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X35,F,35.0,10.3,12.5,12  1/2 ,6.56,6  1/2 ,0.300,  5/16,0.520,  1/2 ,0.820,1  3/16,  3/4 ,6.31,36.2,285,51.2,45.6,5.25,24.5,11.5,7.47,1.54,0.741,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X30,F,30.0,8.79,12.3,12  3/8 ,6.52,6  1/2 ,0.260,  1/4 ,0.440,  7/16,0.740,1  1/8 ,  3/4 ,7.41,41.8,238,43.1,38.6,5.21,20.3,9.56,6.24,1.52,0.457,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X26,F,26.0,7.65,12.2,12  1/4 ,6.49,6  1/2 ,0.230,  1/4 ,0.380,  3/8 ,0.680,1  1/16,  3/4 ,8.54,47.2,204,37.2,33.4,5.17,17.3,8.17,5.34,1.51,0.300,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X22,F,22.0,6.48,12.3,12  1/4 ,4.03,4      ,0.260,  1/4 ,0.425,  7/16,0.725, 15/16,  5/8 ,4.74,41.8,156,29.3,25.4,4.91,4.66,3.66,2.31,0.848,0.293,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X19,F,19.0,5.57,12.2,12  1/8 ,4.01,4      ,0.235,  1/4 ,0.350,  3/8 ,0.650,  7/8 ,  9/16,5.72,46.2,130,24.7,21.3,4.82,3.76,2.98,1.88,0.822,0.180,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X16,F,16.0,4.71,12.0,12      ,3.99,4      ,0.220,  1/4 ,0.265,  1/4 ,0.565, 13/16,  9/16,7.53,49.4,103,20.1,17.1,4.67,2.82,2.26,1.41,0.773,0.103,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W12X14,F,14.0,4.16,11.9,11  7/8 ,3.97,4      ,0.200,  3/16,0.225,  1/4 ,0.525,  3/4 ,  9/16,8.82,54.3,88.6,17.4,14.9,4.62,2.36,1.90,1.19,0.753,0.0704,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X112,F,112,32.9,11.4,11  3/8 ,10.4,10  3/8 ,0.755,  3/4 ,1.25,1  1/4 ,1.75,1 15/16,1      ,4.17,10.4,716,147,126,4.66,236,69.2,45.3,2.68,15.1,6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X100,F,100,29.3,11.1,11  1/8 ,10.3,10  3/8 ,0.680, 11/16,1.12,1  1/8 ,1.62,1 13/16,1      ,4.62,11.6,623,130,112,4.60,207,61.0,40.0,2.65,10.9,5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X88,F,88.0,26.0,10.8,10  7/8 ,10.3,10  1/4 ,0.605,  5/8 ,0.990,1      ,1.49,1 11/16, 15/16,5.18,13.0,534,113,98.5,4.54,179,53.1,34.8,2.63,7.53,4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X77,F,77.0,22.7,10.6,10  5/8 ,10.2,10  1/4 ,0.530,  1/2 ,0.870,  7/8 ,1.37,1  9/16,  7/8 ,5.86,14.8,455,97.6,85.9,4.49,154,45.9,30.1,2.60,5.11,3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X68,F,68.0,19.9,10.4,10  3/8 ,10.1,10  1/8 ,0.470,  1/2 ,0.770,  3/4 ,1.27,1  7/16,  7/8 ,6.58,16.7,394,85.3,75.7,4.44,134,40.1,26.4,2.59,3.56,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X60,F,60.0,17.7,10.2,10  1/4 ,10.1,10  1/8 ,0.420,  7/16,0.680, 11/16,1.18,1  3/8 , 13/16,7.41,18.7,341,74.6,66.7,4.39,116,35.0,23.0,2.57,2.48,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X54,F,54.0,15.8,10.1,10  1/8 ,10.0,10      ,0.370,  3/8 ,0.615,  5/8 ,1.12,1  5/16, 13/16,8.15,21.2,303,66.6,60.0,4.37,103,31.3,20.6,2.56,1.82,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X49,F,49.0,14.4,10.0,10      ,10.0,10      ,0.340,  5/16,0.560,  9/16,1.06,1  1/4 , 13/16,8.93,23.1,272,60.4,54.6,4.35,93.4,28.3,18.7,2.54,1.39,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X45,F,45.0,13.3,10.1,10  1/8 ,8.02,8      ,0.350,  3/8 ,0.620,  5/8 ,1.12,1  5/16, 13/16,6.47,22.5,248,54.9,49.1,4.32,53.4,20.3,13.3,2.01,1.51,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X39,F,39.0,11.5,9.92,9  7/8 ,7.99,8      ,0.315,  5/16,0.530,  1/2 ,1.03,1  3/16, 13/16,7.53,25.0,209,46.8,42.1,4.27,45.0,17.2,11.3,1.98,0.976,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X33,F,33.0,9.71,9.73,9  3/4 ,7.96,8      ,0.290,  5/16,0.435,  7/16,0.935,1  1/8 ,  3/4 ,9.15,27.1,171,38.8,35.0,4.19,36.6,14.0,9.20,1.94,0.583,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X30,F,30.0,8.84,10.5,10  1/2 ,5.81,5  3/4 ,0.300,  5/16,0.510,  1/2 ,0.810,1  1/8 , 11/16,5.70,29.5,170,36.6,32.4,4.38,16.7,8.84,5.75,1.37,0.622,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X26,F,26.0,7.61,10.3,10  3/8 ,5.77,5  3/4 ,0.260,  1/4 ,0.440,  7/16,0.740,1  1/16, 11/16,6.56,34.0,144,31.3,27.9,4.35,14.1,7.50,4.89,1.36,0.402,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W10X22,F,22.0,6.49,10.2,10  1/8 ,5.75,5  3/4 ,0.240,  1/4 ,0.360,  3/8 ,0.660, 15/16,  5/8 ,7.99,36.9,118,26.0,23.2,4.27,11.4,6.10,3.97,1.33,0.239,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
