id,experimental_program,date,section_c,specimen_designation,d_c,k_c,k1_c,h_c,t_cw,h_over_t_cw,b_cf,t_cf,b_f_over_t_cf,a_cm,a_cn,i_xb,i_xc,s_xc,s_yc,z_xc,z_yc,j_c,c_wc,r_yc,r_xc,l_c,l_sc,l_bc,l_b_over_r_yc,k_xc,k_yc,lambda_xc,lambda_yc,lambda_ltb,steel_c,r_y,r_t,f_ymf,f_ymw,f_umf,f_umw,f_yn,f_un,e_nc,e_mc,g_nc,g_mc,boundary_condition,p_ym,p_yn,p_ye,lateral_lp,direction_lp,axis_of_bending,axial_lp,p_g,p_t,p_c,p_g_over_p_ym,p_g_over_p_yn,p_t_over_p_ym,p_c_over_p_ym,p_c_over_p_yn,p,t_top_plate,t_bottom_plate,test_procedure,comments,k_test,k_flexure_th,k_shear_th,k_theory,th_y,th_lb,th_80,th_50,th_20,th_1l,th_2l,th_3l,th_4l,th_6l,d_80,d_50,d_20,f_class_us,w_class_us,cs_class_us,f_class_eu,w_class_eu,cs_class_eu,cfe,reference,link,latitude,longitude
Cheng_Chen_Nethercot_W-H4-0.4,"Cheng, Chen & Nethercot",2013,350x200x4x6,W-H4-0.4,350,6,6,338,4,84.5,200,6,16.7,3752,3752,8.40E+07,8001803,479316,80018,527044,121352,36139,2.40E+11,46,150,1500,1500,1500,32.5,0.5,0.5,5,16,0.1,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1553328,1294440,1423884,Symmetric,Unidirectional,Weak,Constant,517776,NA,517776,0.33,0.4,NA,0.33,0.4,517776,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,31,32,2296,31,0.008,0.015,0.022,0.026,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H5-0.2,"Cheng, Chen & Nethercot",2013,300x200x4x6,W-H5-0.2,300,6,6,288,4,72,200,6,16.7,3552,3552,6.00E+07,8001536,398876,80015,435744,121152,35072,1.70E+11,47,130,1500,1500,1500,31.6,0.5,0.5,6,16,0.11,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1470528,1225440,1347984,Symmetric,Unidirectional,Weak,Constant,245088,NA,245088,0.17,0.2,NA,0.17,0.2,245088,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,30,32,2296,31,0.01,0.018,0.039,0.055,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H5-0.4,"Cheng, Chen & Nethercot",2013,300x200x4x6,W-H5-0.4,300,6,6,288,4,72,200,6,16.7,3552,3552,6.00E+07,8001536,398876,80015,435744,121152,35072,1.70E+11,47,130,1500,1500,1500,31.6,0.5,0.5,6,16,0.11,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1470528,1225440,1347984,Symmetric,Unidirectional,Weak,Constant,490176,NA,490176,0.33,0.4,NA,0.33,0.4,490176,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,26,32,2296,31,0.01,0.016,0.025,0.031,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H6-0.2,"Cheng, Chen & Nethercot",2013,300x150x4x6,W-H6-0.2,300,6,6,288,4,72,150,6,12.5,2952,2952,4.70E+07,3376536,312428,45020,347544,68652,27872,7.30E+10,34,126,1500,1500,1500,44.4,0.5,0.5,6,22,0.12,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1222128,1018440,1120284,Symmetric,Unidirectional,Weak,Constant,203688,NA,203688,0.17,0.2,NA,0.17,0.2,203688,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,13,13,1722,13,0.013,0.031,0.046,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H6-0.4,"Cheng, Chen & Nethercot",2013,300x150x4x6,W-H6-0.4,300,6,6,288,4,72,150,6,12.5,2952,2952,4.70E+07,3376536,312428,45020,347544,68652,27872,7.30E+10,34,126,1500,1500,1500,44.4,0.5,0.5,6,22,0.12,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1222128,1018440,1120284,Symmetric,Unidirectional,Weak,Constant,407376,NA,407376,0.33,0.4,NA,0.33,0.4,407376,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,12,13,1722,13,0.011,0.021,0.028,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H1-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,300x200x6x4,B-H1-0.2-15,300,3.8,6.8,292.4,6,48.7,200,3.8,26.3,3274,3352,4.60E+07,5071930,305605,50719,353359,78632,28643,1.10E+11,39,118,1500,1500,1500,38.1,0.7,0.5,9,19,0.21,ASTM A588,1.1,1.2,392,350,507,499,345,485,200000,202000,77200,77692,Fixed-Free,1214802,1156440,1272084,Symmetric,Bidirectional,Bi-axial,Constant,231000,NA,231000,0.19,0.2,NA,0.19,0.2,231000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,185,2086,170,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-2,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H2-02-15,"Cheng, Chen, Niu & Nethercot",2018,350x150x4x6,B-H2-02-15,350,6,5.7,338,3.8,88.9,150,6,12.5,3084,3152,6.50E+07,3376546,374197,45021,418132,68720,27892,1.00E+11,33,146,1500,1500,1500,45.3,0.7,0.5,7,23,0.26,ASTM A588,1.1,1.2,350,392,499,507,345,485,200000,202000,77200,77692,Fixed-Free,1144312,1087440,1196184,Symmetric,Bidirectional,Bi-axial,Constant,217000,NA,217000,0.19,0.2,NA,0.19,0.2,217000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,265,1485,225,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H3-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,350x175x4x4,B-H3-0.2-15,350,3.8,5.7,342.4,3.8,90.1,175,3.8,23,2631,2768,5.30E+07,3395837,300371,38810,341599,59424,12734,1.00E+11,36,141,1500,1500,1500,41.8,0.7,0.5,7,21,0.25,ASTM A588,1.1,1.2,392,392,507,507,345,485,200000,202000,77200,77692,Fixed-Free,1031399,954960,1050456,Symmetric,Bidirectional,Bi-axial,Constant,191000,NA,191000,0.19,0.2,NA,0.19,0.2,191000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,212,1526,186,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H3-0.2-30,"Cheng, Chen, Niu & Nethercot",2018,350x175x4x4,B-H3-0.2-30,350,3.8,5.7,342.4,3.8,90.1,175,3.8,23,2631,2631,5.30E+07,3395837,300371,38810,341599,59424,12734,1.00E+11,36,141,1500,1500,1500,41.8,0.7,0.5,7,21,0.25,ASTM A588,1.1,1.2,392,392,507,507,345,485,200000,202000,77200,77692,Fixed-Free,1031399,907695,998465,Symmetric,Bidirectional,Bi-axial,Constant,191000,NA,191000,0.19,0.21,NA,0.19,0.21,191000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,212,1526,186,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H4-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,350x200x4x6,B-H4-0.2-15,350,6,5.7,338,3.8,88.9,200,6,16.7,3684,3752,8.30E+07,8001546,475638,80015,521332,121220,35092,2.40E+11,47,150,1500,1500,1500,32.2,0.7,0.5,7,16,0.19,ASTM A588,1.1,1.2,350,392,499,507,345,485,200000,202000,77200,77692,Fixed-Free,1366912,1294440,1423884,Symmetric,Bidirectional,Bi-axial,Constant,259000,NA,259000,0.19,0.2,NA,0.19,0.2,259000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",199,336,1459,273,0.008,0.01,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H4-0.2-30,"Cheng, Chen, Niu & Nethercot",2018,350x200x4x6,B-H4-0.2-30,350,6,5.7,338,3.8,88.9,200,6,16.7,3684,3752,8.30E+07,8001546,475638,80015,521332,121220,35092,2.40E+11,47,150,1500,1500,1500,32.2,0.7,0.5,7,16,0.19,ASTM A588,1.1,1.2,350,392,499,507,345,485,200000,202000,77200,77692,Fixed-Free,1366912,1294440,1423884,Symmetric,Bidirectional,Bi-axial,Constant,259000,NA,259000,0.19,0.2,NA,0.19,0.2,259000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",200,336,1459,273,0.008,0.009,0.016,0.018,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H4-0.4-15,"Cheng, Chen, Niu & Nethercot",2018,350x200x4x6,B-H4-0.4-15,350,6,5.7,338,3.8,88.9,200,6,16.7,3684,3752,8.30E+07,8001546,475638,80015,521332,121220,35092,2.40E+11,47,150,1500,1500,1500,32.2,0.7,0.5,7,16,0.19,ASTM A588,1.1,1.2,350,392,499,507,345,485,200000,202000,77200,77692,Fixed-Free,1366912,1294440,1423884,Symmetric,Bidirectional,Bi-axial,Constant,518000,NA,518000,0.38,0.4,NA,0.38,0.4,518000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,336,1459,273,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H5-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,300x175x4x4,B-H5-0.2-15,300,3.8,5.7,292.4,3.8,76.9,175,3.8,23,2441,2568,3.70E+07,3395608,247265,38807,278196,59243,11819,7.40E+10,37,123,1500,1500,1500,40.2,0.7,0.5,9,20,0.24,ASTM A588,1.1,1.2,392,392,507,507,345,485,200000,202000,77200,77692,Fixed-Free,956919,885960,974556,Symmetric,Bidirectional,Bi-axial,Constant,245000,NA,245000,0.26,0.28,NA,0.26,0.28,245000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,150,1291,134,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H5-0.2-30,"Cheng, Chen, Niu & Nethercot",2018,300x175x4x4,B-H5-0.2-30,300,3.8,5.7,292.4,3.8,76.9,175,3.8,23,2441,2568,3.70E+07,3395608,247265,38807,278196,59243,11819,7.40E+10,37,123,1500,1500,1500,40.2,0.7,0.5,9,20,0.24,ASTM A588,1.1,1.2,392,392,507,507,345,485,200000,202000,77200,77692,Fixed-Free,956919,885960,974556,Symmetric,Bidirectional,Bi-axial,Constant,245000,NA,245000,0.26,0.28,NA,0.26,0.28,245000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,150,1291,134,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H5-0.4-15,"Cheng, Chen, Niu & Nethercot",2018,300x175x4x4,B-H5-0.4-15,300,3.8,5.7,292.4,3.8,76.9,175,3.8,23,2441,2568,3.70E+07,3395608,247265,38807,278196,59243,11819,7.40E+10,37,123,1500,1500,1500,40.2,0.7,0.5,9,20,0.24,ASTM A588,1.1,1.2,392,392,507,507,345,485,200000,202000,77200,77692,Fixed-Free,956919,885960,974556,Symmetric,Bidirectional,Bi-axial,Constant,490000,NA,490000,0.51,0.55,NA,0.51,0.55,490000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,150,1291,134,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H6-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,300x150x4x6,B-H6-0.2-15,300,6,5.7,288,3.8,75.8,150,6,12.5,2894,2952,4.60E+07,3376317,309774,45018,343397,68540,26977,7.30E+10,34,127,1500,1500,1500,43.9,0.7,0.5,8,22,0.26,ASTM A588,1.1,1.2,350,392,499,507,345,485,200000,202000,77200,77692,Fixed-Free,1073822,1018440,1120284,Symmetric,Bidirectional,Bi-axial,Constant,204000,NA,204000,0.19,0.2,NA,0.19,0.2,204000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,188,1258,163,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H7-0.2-15,"Cheng, Chen, Niu & Nethercot",2018,375x175x6x8,B-H7-0.2-15,375,7.9,9,359.2,6,59.9,175,7.9,11.1,4920,4954,1.20E+08,7062976,620489,80720,701053,124202,83952,2.40E+11,38,154,1500,1500,1500,39.6,0.7,0.5,7,20,0.22,ASTM A588,1.1,1.2,361,350,546,499,345,485,200000,200500,77200,77115,Fixed-Free,1749131,1709130,1880043,Symmetric,Bidirectional,Bi-axial,Constant,300000,NA,300000,0.17,0.18,NA,0.17,0.18,300000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,467,2501,393,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-3,Class-3,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H7-0.2-30,"Cheng, Chen, Niu & Nethercot",2018,375x175x6x8,B-H7-0.2-30,375,7.9,9,359.2,6,59.9,175,7.9,11.1,4920,4954,1.20E+08,7062976,620489,80720,701053,124202,83952,2.40E+11,38,154,1500,1500,1500,39.6,0.7,0.5,7,20,0.22,ASTM A588,1.1,1.2,361,350,546,499,345,485,200000,200500,77200,77115,Fixed-Free,1749131,1709130,1880043,Symmetric,Bidirectional,Bi-axial,Constant,300000,NA,300000,0.17,0.18,NA,0.17,0.18,300000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,467,2501,393,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-3,Class-3,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H7-0.4-15,"Cheng, Chen, Niu & Nethercot",2018,375x175x6x8,B-H7-0.4-15,375,7.9,9,359.2,6,59.9,175,7.9,11.1,4920,4954,1.20E+08,7062976,620489,80720,701053,124202,83952,2.40E+11,38,154,1500,1500,1500,39.6,0.7,0.5,7,20,0.22,ASTM A588,1.1,1.2,361,350,546,499,345,485,200000,200500,77200,77115,Fixed-Free,1749131,1709130,1880043,Symmetric,Bidirectional,Bi-axial,Constant,600000,NA,600000,0.34,0.35,NA,0.34,0.35,600000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,467,2501,393,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-3,Class-3,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Cheng_Chen_Niu_Nethercot_B-H7-0.4-30,"Cheng, Chen, Niu & Nethercot",2018,375x175x6x8,B-H7-0.4-30,375,7.9,9,359.2,6,59.9,175,7.9,11.1,4920,4954,1.20E+08,7062976,620489,80720,701053,124202,83952,2.40E+11,38,154,1500,1500,1500,39.6,0.7,0.5,7,20,0.22,ASTM A588,1.1,1.2,361,350,546,499,345,485,200000,200500,77200,77115,Fixed-Free,1749131,1709130,1880043,Symmetric,Bidirectional,Bi-axial,Constant,600000,NA,600000,0.34,0.35,NA,0.34,0.35,600000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,"All the loading devices were connected to the hinge connection on one end and on the other end to the sliding devices, where only linear movement along the given direction was possible. As a result, the horizontal and vertical loads could act on the specimen along the horizontal and vertical directions respectively during the entire test.",NR,467,2501,393,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-3,Class-3,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2018 ""Experimental study on H-section steel beam-columns under cyclic biaxial bending considering the effect of local buckling."", Engineering Structures, 174(Nov.): 826-839.",https://doi.org/10.1016/j.engstruct.2018.08.001,31.273419,121.387232
Suzuki_and_Lignos_W-6-34-M-C,Suzuki & Lignos,2021,W360x79,W-6-34-M-C,353,38.1,25.4,276.8,9.8,28.1,204.3,16.4,6.2,9835,10100,2.20E+08,23259122,1226240,227752,1377238,349007,703152,6.60E+11,49,148,1825,1825,1825,37.5,0.7,0.5,9,19,0.22,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3805996,3484500,3832950,Monotonic,Unidirectional,Strong,Constant,1134000,NA,1134000,0.3,0.33,NA,0.3,0.33,1134000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,536,712,4480,614,0.007,0.04,0.07,0.13,0.19,0.11,0.18,NA,NA,NA,0.006,0.014,0.022,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
Suzuki_and_Lignos_W-6-34-S-C,Suzuki & Lignos,2021,W360x79,W-6-34-S-C,352.5,38.1,25.4,276.3,9.7,28.6,204,16.2,6.3,9717,10100,2.10E+08,22988657,1212801,225379,1360977,345195,682781,6.50E+11,49,148,1825,1825,1825,37.5,0.7,0.5,9,19,0.22,ASTM A992 Gr. 50,1.1,1.1,379,395,503,502,345,450,200000,200000,77200,76923,Fixed-Free,3760335,3484500,3832950,Symmetric,Unidirectional,Strong,Constant,1134000,NA,1134000,0.3,0.33,NA,0.3,0.33,1134000,50,76,A 11000kN high force vertical actuator was utilized to apply the constant or varying axial load. The test specimen was laterally braced at its corresponding loading height to restrain out of plane movement.,NA,580,703,4395,606,0.006,0.018,0.027,0.039,0.052,0.025,0.031,0.042,0.043,0.056,0.014,0.032,0.062,compact,compact,compact,Class-1,Class-1,Class-1,no,"Suzuki, Y., and Lignos, D.G. 2021. ""Experimental evaluation of steel columns under seismic hazard-consistent collapse loading protocols."", ASCE Journal of Structural Engineering, Vol. 147(4): 04021020.",https://doi.org/10.1061/(ASCE)ST.1943-541X.0002963,45.5041,-73.5747
