id,experimental_program,date,section_c,specimen_designation,d_c,k_c,k1_c,h_c,t_cw,h_over_t_cw,b_cf,t_cf,b_f_over_t_cf,a_cm,a_cn,i_xb,i_xc,s_xc,s_yc,z_xc,z_yc,j_c,c_wc,r_yc,r_xc,l_c,l_sc,l_bc,l_b_over_r_yc,k_xc,k_yc,lambda_xc,lambda_yc,lambda_ltb,steel_c,r_y,r_t,f_ymf,f_ymw,f_umf,f_umw,f_yn,f_un,e_nc,e_mc,g_nc,g_mc,boundary_condition,p_ym,p_yn,p_ye,lateral_lp,direction_lp,axis_of_bending,axial_lp,p_g,p_t,p_c,p_g_over_p_ym,p_g_over_p_yn,p_t_over_p_ym,p_c_over_p_ym,p_c_over_p_yn,p,t_top_plate,t_bottom_plate,test_procedure,comments,k_test,k_flexure_th,k_shear_th,k_theory,th_y,th_lb,th_80,th_50,th_20,th_1l,th_2l,th_3l,th_4l,th_6l,d_80,d_50,d_20,f_class_us,w_class_us,cs_class_us,f_class_eu,w_class_eu,cs_class_eu,cfe,reference,link,latitude,longitude
Ozkula_Harris_Uang_2MR,"Ozkula, Uang & Harris",2019,W610x195,2MR,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,3082616,NA,3082616,0.34,0.4,NA,0.34,0.36,3082616,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2360,3655,18788,3060,0.006,0.015,0.02,0.029,NA,0.024,0.03,NA,NA,NA,0.012,0.037,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2H,"Ozkula, Uang & Harris",2019,W610x195,2H,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,4626149,NA,4626149,0.51,0.6,NA,0.51,0.54,4626149,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2572,3655,18788,3060,0.004,0.008,0.009,0.014,NA,0.009,NA,NA,NA,NA,0.02,0.031,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_2HR,"Ozkula, Uang & Harris",2019,W610x195,2HR,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Strong,Constant,4626149,NA,4626149,0.51,0.6,NA,0.51,0.54,4626149,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2420,3655,18788,3060,0.004,0.008,0.009,0.012,NA,0.009,NA,NA,NA,NA,0.021,0.027,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_6L,"Ozkula, Uang & Harris",2019,W610x195,6L,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.15,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Weak,Constant,1543532,NA,1543532,0.17,0.2,NA,0.17,0.18,1543532,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,293,314,28139,311,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_6LP,"Ozkula, Uang & Harris",2019,W610x195,6LP,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.15,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric,Unidirectional,Weak,Constant,1543532,NA,1543532,0.17,0.2,NA,0.17,0.18,1543532,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,302,314,28139,311,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_6H,"Ozkula, Uang & Harris",2019,W610x195,6H,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.15,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric ,Unidirectional,Weak,Constant,4626149,NA,4626149,0.51,0.6,NA,0.51,0.54,4626149,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,251,314,28139,311,0.007,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_7MR,"Ozkula, Uang & Harris",2019,W610x195,7MR,622,47.6,28.6,526.8,15.4,34.2,328,24.4,6.7,24834,24900,1.70E+09,143677168,5374785,876080,6047662,1346510,3904054,1.30E+13,76,259,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9090900,8590500,9449550,Symmetric,Bidirectional,Bi-axial,Constant,3082616,NA,3082616,0.34,0.4,NA,0.34,0.36,3082616,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2280,3655,18788,3060,0.006,0.015,0.02,0.029,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_8M,"Ozkula, Uang & Harris",2019,W610x195,8M,622,47.6,28.6,526.8,15.4,34.3,328,24.4,6.7,24811,24900,1.70E+09,143675812,5372767,876072,6044376,1346334,3898400,1.30E+13,76,260,5486,2743,5486,72.1,0.5,0.5,11,36,0.33,ASTM A992 Gr. 50,1.1,1.1,350,382,523,536,345,450,200000,199948,77200,76903,Fixed-Fixed,9082507,8590500,9449550,Symmetric,Unidirectional,Strong,Constant,3082616,NA,3082616,0.34,0.4,NA,0.34,0.36,3082616,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2515,3654,18737,3058,0.006,0.018,0.038,NA,NA,0.033,NA,NA,NA,NA,0.022,NA,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_3L,"Ozkula, Uang & Harris",2019,W610x155,3L,612,41.3,27,529.4,12.7,41.7,325,19.1,8.5,19702,19800,1.30E+09,109375811,4220203,673082,4725784,1031856,1914534,9.60E+12,75,256,5486,2743,5486,73.6,0.5,0.5,11,37,0.35,ASTM A992 Gr. 50,1.1,1.1,355,401,538,556,345,450,200000,199948,77200,76903,Fixed-Fixed,7443340,6831000,7514100,Symmetric,Unidirectional,Strong,Constant,1227709,NA,1227709,0.16,0.2,NA,0.16,0.18,1227709,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,1999,2824,15378,2386,0.007,0.015,0.029,0.039,NA,0.034,NA,NA,NA,NA,0.013,0.034,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_3M,"Ozkula, Uang & Harris",2019,W610x155,3M,612,41.3,27,529.4,12.7,41.7,325,19.1,8.5,19702,19800,1.30E+09,109375811,4220203,673082,4725784,1031856,1914534,9.60E+12,75,256,5486,2743,5486,73.6,0.5,0.5,11,37,0.35,ASTM A992 Gr. 50,1.1,1.1,355,401,538,556,345,450,200000,199948,77200,76903,Fixed-Fixed,7443340,6831000,7514100,Symmetric,Unidirectional,Strong,Constant,2450969,NA,2450969,0.33,0.4,NA,0.33,0.36,2450969,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,1861,2824,15378,2386,0.006,0.008,0.01,0.015,NA,NA,NA,NA,NA,NA,0.01,0.019,NA,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_3H,"Ozkula, Uang & Harris",2019,W610x155,3H,612,41.3,27,529.4,12.7,41.7,325,19.1,8.5,19702,19800,1.30E+09,109375811,4220203,673082,4725784,1031856,1914534,9.60E+12,75,256,5486,2743,5486,73.6,0.5,0.5,11,37,0.35,ASTM A992 Gr. 50,1.1,1.1,355,401,538,556,345,450,200000,199948,77200,76903,Fixed-Fixed,7443340,6831000,7514100,Symmetric,Unidirectional,Strong,Constant,3674230,NA,3674230,0.49,0.6,NA,0.49,0.54,3674230,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,2046,2824,15378,2386,0.004,0.008,0.008,0.009,0.01,0.008,NA,NA,NA,NA,0.021,0.024,0.026,compact,compact,compact,Class-1,Class-3,Class-3,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_4L,"Ozkula, Uang & Harris",2019,W610x125,4L,612,42.9,27,526.2,11.9,44.2,229,19.6,5.8,15793,15900,9.70E+08,39309802,3183763,343317,3635025,534200,1482272,3.40E+12,50,248,5486,2743,5486,110,0.5,0.5,11,55,0.48,ASTM A992 Gr. 50,1.1,1.1,354,405,535,553,345,450,200000,199948,77200,76903,Fixed-Fixed,5993721,5485500,6034050,Symmetric,Unidirectional,Strong,Constant,987505,NA,987505,0.16,0.2,NA,0.16,0.18,987505,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,1514,2130,14614,1859,0.007,0.015,0.03,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
Ozkula_Harris_Uang_4LR,"Ozkula, Uang & Harris",2019,W610x125,4LR,612,42.9,27,526.2,11.9,44.2,229,19.6,5.8,15793,15900,9.70E+08,39309802,3183763,343317,3635025,534200,1482272,3.40E+12,50,248,5486,2743,5486,110,0.5,0.5,11,55,0.48,ASTM A992 Gr. 50,1.1,1.1,354,405,535,553,345,450,200000,199948,77200,76903,Fixed-Fixed,5993721,5485500,6034050,Symmetric,Unidirectional,Strong,Constant,987505,NA,987505,0.16,0.2,NA,0.16,0.18,987505,76,76,"Testing were conducted in the Seismic Response Modification Device (SRMD) Test Facility at the University of California. Beam-column specimens were tested in a horizontal configuration, one end was  attached to a strong wall fixture while other and was attached to a reaction block on the shake table. At first target axial load was applied and kept constant.",NA,1574,2130,14614,1859,0.007,0.02,0.03,NA,NA,NA,NA,NA,NA,NA,0.018,NA,NA,compact,compact,compact,Class-1,Class-1,Class-1,no,"Ozkula, G., J. Harris, and C. M. Uang. 2019. “Observations from cyclic tests on deep, wide-flange beam-columns.” AISC Engineering Journal, Vol. 54 (1): 45–61.",https://d1wqtxts1xzle7.cloudfront.net/54534698/Observations_from_Cylic_Tests_on_Deep_Wi-with-cover-page-v2.pdf?Expires=1640187309&Signature=KtRNmNPvHMx-elRvP-eK3GU7NQDh5DpYrsgjZRZZhYr-OJVrLs6UO2zRzlSQqcePXXMK9OBtBd-UMoERm5U-4ltJDgg-Oircr8Y-l2UJLFypTcMsGwXqW8p8-dIj6k34zNC3h2WhXNJilbpe-4cDIau2iSbFCCso0SZcB~Qv-yfwIX5y-Zd8GvDuHSfk09RyaAJyB3oUM3trlECF22vL~46NIggCM8gOi1jNWh3TDlUcEb5dFTBYX73tZ-IWGDkJi83gbb9UwcIrwUZH1dKZZVFGaSVx5eSGKbmYemisMMckblyyYOz5GNftgkylDq7-yn8lfUXYTcFWoll7rMXbbw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,32.88006,-117.234014
